"Rating","Review"
1,"Mildly entertaining at best: This movie had bad acting and a thin plot. Could have been much better. Lots of action, lots of explosions but didn't seem like a good Blu-ray quality movie. It killed 2 hours but nothing i would recommend to a friend to watch."
1,"Ha-Ha-Ha...: If the cover for this low-brow action piece wasn't a hint, then you're probably one of the producers target audience. One of the things I think hurts hollywood is its irrepressible desire to shove the American flag down our throats by making these ""patriotic"" movies. We have the American flag, Iraq, marines... and wrestling!!! I guess if cow-tipping is a hobby you enjoy as much as practicing a suplex, then this movie is for you.As for a review, it stank. If you see it on the shelf of your local video store, leave it there.If you're a hollywood producer, please stop making movies starring wrestling ""stars"". If your name is Hulk Hogan, Steve Austin, John Cena (The Rock is OK) please stick to your day jobs."
1,"Don't waist your money on this: This movie was a joke, a bad actor, and a bad story, makes it look like the Marine Corp gung ho killers."
2,"lots of action~caution on the language: This movie has a lot of action, and my husband loved it. I do, however, warn you about the language. I wouldn't have any underage viewers present if you watch, and the language even made me want to leave the room, but if your okay with that, the movie is very action-packed."
2,"For hard core action fans.: This is one for the hard core action fans. There's very little 'down time' to run for popcorn. If someone isn't getting shot, punched, etc. things are getting blown up or sunk in water. There is an action scene I haven't seen yet with a police car. Several of the action scenes are worth a rewind and I did appreciate the 'buff bodies'. You have to give these guys an A plus for working out.Chrissy K. McVay - Author"
1,"Marine Comedy: This movie was not meant to be taken seriously....I think what they tried to do here is re-live the 80's action flick experience. If you watch this movie you are falsly lead to believe that you can be blown up and still survive, take a fire extinguisher to the face and get right back up, and can be shot at 100's of times and not take a hit. The dialouge is silly, however, the acting is pretty good. Sit back and enjoy/laugh."
1,"If bogus got stars, this would have 10: As an ex-marine I can tell you that the only shred of realism in this thing was the marine being punished for doing well. He can afford a nice house and a new Lincoln Navigator on peon pay. He chases his wifes kidnappers thru a construction zone at 100 MPH, endangering everybody instead of just laying back and using the radio to tell the cops where to put a roadblock. He gets hit in the head with enough stuff to start a junkyard but never shows a mark, gets blown up at least twice without being even singed. The HiPo Camaro takes dozens of hits but they all miss the radiator, tires, electrical and fuel system. Not for anybody older than 10. It did have nice explosions, though."
1,"new answer to the question ""What the worst movie next to Missing in Action I""?: This by far the worst movie that I have ever paid to see at a theatre. That is not to say that it wouldn't make a good rental; where through multiple viewers you could knock the viewing price down to 15 cents a person, but then that would still be too much to pay for this movie. WWE Entertainment should stick to what it does best - wrestling events where the story line is better inside the squared circle. Outside of a Terminator reference made to Robert Patrick, this is a total waste of 91 minutes of your life."
2,"Non-stop action from beginning to end!: I was skeptical of this movie featuring a WWE wrestler (WWE wrestlers are notoriously bad actors) and because the movie was produced by the WWE rather a than a major motion picture company. However I was wrong. The movie was full of action and special effects. John Cena did a respectable job acting. The theme and plot were very entertaining, not cheesey or bogus. If you like action movies such as ""Arnold"" movies or Rambo movies then you will very much enjoy this movie!"
2,"Not a bad movie: To be honest , I gave it 4 stars but it's more like a 3 1/2 simply because it does have it's good points to it .This film take's us back to the ""later 80's action film ara"" and can be compared to some of Steven Sagals films , or even Dulf Lungren.I just can't get over the fact that it's John Cena in this film (and that's not really a good thing) His acting was OK and the action was good , but it's no ""Condemed"" with Stone Cold !In short , it's OK and that's about it . It will entertain and it isn't a waste of money or time .3 1/2 Stars"
1,"Painful to watch...: I watched this movie for some sign of a redeeming quality; and found none. The acting was terrible, the action scenes were dramatically staged and unrealistic, no plot, and they didn't even try to make it humorous. If you watch the special features, they beat the living daylights out of the main character who got injured numerous times during the creation. I felt bad for him because he was really trying. If they had a halfway decent director or photographer, they could have used this guy's effort and hard work to make a good movie. If you want to watch a good B action movie, rent Equilibrium or Dark City. Skip this one."
1,"Bad...: ...really quite staggeringly, breathtakingly bad - unless you're particularly fond of big explosions, that is, in which case you'll absolutely love it. If you don't, prepare for a totally ridiculous tale woodenly acted without much conviction. Not even Robert Patrick's nasty chief villain can save this monumental turkey. It has but one good moment, when a minor baddie, seeing the chasing ex-Marine, says, ""He's like a Terminator"", and gets an annoyed glance from Patrick, who played the liquid metal Terminator in ""Terminator II""."
1,"made me ashamed to have served: This is the first time that I've ever felt so compelled to write a review for a movie I thought was horrible. But this movie is that bad.I can't believe someone actually enjoyed this.The one liners, and that whole rock candy thing??? What was that all about? Was that supposed to be funny?Who wrote this anyway? He should be tried in a criminal court for waisting my money and my time.The acting was also some of the worst I've seen. I will never be able to watch Terminator 2 again.Oh, the explosions were impressive. Maybe if you took away everything but the explosions it wouldn't be too bad.Thanks. I feel a little ""dumber"" for having sat through the whole thing."
2,"Awesome: I only went to this see this movie because i love john cena and hes sooo HOT. I dont like action movies AT ALL and my husband has to beg me to watch them. But this movie was incredibly awesome. It had me on the seat of my chair from beginning to end. Excellent job john triton."
1,"MAKES THE RAMBO SEQUELS SEEM LIKE CITIZEN KANE!: I have to say this movie is beyond ridiculous! When watching an action movie like this, one should have an open mind and realize that this is a fatasy world, but....... ""The Marine"" is summed up in one sentence in the film. As one character says to Robert Patrick's character(who starred in T2 Terminator 2)and says this guy is like the Terminator!.......That was the funniest line in the movie, but this guy isn't the Terminator and he escapes too many sure deaths for me to take this movie any more serious than an old Looney Tune cartoon! The acting is terrible and the characters are not intersting.....in short...this movie SUX!"
1,"The missing songs...: Nero from NYC - you're absolutely right: unfortunately the best songs of the film are not included on this soundtrack. These are 'Hell', 'Sailors' and 'Whore' performed by the wonderfully strange band ""The Tiger Lillies"" from London, all available on their own CDs... Not really Zydeco, but great stuff, nevertheless!"
1,"Great score, terrible quality: The music on this album could be incredible.However, there is low-level line noise on every track, the audible range of the tracks seems like it's been ""chopped"", making all the tracks sound ""muddled."" One track should flow seamlessly to the next, but the mastering between tracks results in extreme volume level changes.I am by no means an audiophile, but the MP3 quality for this album is just terrible. (I don't know if the same mastering issues exist for the cd version of this album)."
2,"Nice: This CD is the epitome of good soundtrack music. You'll get a variety of good music in this album. Definitely recommended."
1,"Where is the music from the film that I bought this cd for?: I enjoyed the film and purchased the cd in search of the Zydeco song ""Your going to Hell"" but alas although it was the most pumping song in the whole film they left it off the sound track! Does anyone know the name of the song that I'm talking about and where can I find it?"
1,"Not satisfied with this item!: We ordered this plaque as a house warming gift. We were under the impression based on the photo, that the plaque would be able to be hung on the house. When we received the item, not only was the number of the house not in the center, like pictured, but it came with 2 steaks to be inserted into the ground, with no way to hang it on a house. I understand it says ""lawn"" in the title, but it is clearly pictured hanging on stone. I contacted Shopzeus stating that the number was not in the center and it couldn't hang on a house. They sent a new one, with the number in the center, but still unable to be hung on the house! I contacted Shopzeus again and asked for either a full refund or a plaque that can be hung on the house. It has been over 2 weeks and they have not answered my email. This item is very misleading and should not be pictured as it is, if it can only be used in the lawn. I am extremely dissatisfied with this product and would never buy from Shopzeus again."
1,"Disappointing on several levels: There is only a brief introduction to the images and the period this coloring book covers. That was one star off. However, we do need to keep in mind that this is supposed to be a coloring book, target audience probably children though frankly I know many adults who adore these sorts of books. The images however not simple black and white lines drawings but have shading and that interfers with coloring. Also many of the images are ""blurry"" or so details that I don't think it is much fun to color. But it could be a cool reference for clip art or examples of the gothic style."
1,"heavily inked in plate repros of circa 1875 designs: Almost useless as a true coloring book due to the heavily inked in gothic designs. Some of the designs are highly detailed and intricate, yet totally useless because most of it is inked in already. The entire book consists of gothic clip art style 1875 ink-plate repros of gothic pillars, gothic crown molding, etc. The images are printed back to back on quality white stock paper, however, markers bleed through. NO limited recopy rights at all, not even for our own use. Not even just to recopy so we can use markers. The price does not justify the product at all.This is not a Dover Publication, it was published by Stemmer House Publishers. Best to stick with Dover, at least with Dover you know you're getting top quality in all aspects."
2,"Dorothy TumbiUmbi: When I was young Lorne Doone was set for our final year. I never fininhed reading or did I like it. This time I found it a very good and well written, enjoyed and liked it very much. A fine picture drawn of life in hard situations hardly comprehended in our modern existant. Well worth reaading this book. Thank you Amazon."
2,"One of the Most Romantic Stores Ever!: It's a love story, and it has everything: bandits, highwaymen, corrupt judges, criminal masterminds, heroes, villains, faithful friends, lovers, betrayals, robbery, murder, mines, runaway carriages, and beer for breakfast. It's written in classic 19th-century prose style, so don't be put off by the slow start. Slog through it, tough it out, fall it love with the great John Ridd and the beautiful robber's child, Lorna Doone. Set in Exmoor, it's based on historical events. The Ridd farmhouse exists to this day. Lorna Doone is a must read for everyone, at least once in a lifetime."
2,"Lorna Doone - a Classic !: I was pleasantly surprised to find this book so readable- even by modern standards it is a good read, although the language in parts is somewhat old-fashioned, archaic even ..... but if you can deal with that, this is a good bet for anyone who would like a tale of England in the late 1600's... love, adventure, and even a little humor too!"
2,"Lorna Doone: I bought this book for my friend Lorna for all she has done for me and she got a kick out of it"
2,"An all-time favorite.: I first read this book when I was a child. It has always been one of my favorites. I cannot tell you how many times I have read Lorna Doone but I love it more each time."
1,"Driver Support: No Mac support. Boooo Hissss!No Win95 support? GOOD! Why are you still running that outdated OS anyway? At least upgrade to Win98."
1,"Problems installing software, weak tech support.: When I run the software installation, it loads it's two executable files into my startup directory. This shouldn't happen.When I try to launch the emarker software, it says ""Cannot initialize encryption, Application shutting down"".I e-mailed their tech support for some ideas and the responder said they didn't think the software would work with Win98SE. ?????"
1,"Venus Fly Trap: I got one of the earliest examples of these new devices. They are simple to install and fairly simple to use. In essence, you put it on your keychain, and anytime you hear a song you like (and perhaps want to buy), you hit the button. Then, you attach it to your computer via the cradle, log on to Sony's eMarker website, and by selecting your city and station (you must remember what station you were listening to when you hit the button), it checks the time stored in the unit against the playlist supplied to the Sony website from each radio station. You can get some info on the song/artist, hear some clips, and if you're so-inclined, you can buy the complete song from Sony via download. This is a 'free service', unless you decide to buy the music. In that sense, the eMarker is a clever tool for Sony to sell direct-to-consumer, avoiding the other means of internet distribution now available, as well as circumventing the retailer."
1,"Do not buy: Save your money. It's pure hype. If you listen to more than one station, you have to wade through several audio clips to figure out which one you liked. If you listen to anything but pop, it's useless. It's just a gadget to get you to buy CD's through their web site."
1,"New Technology Needs Help: The Sony eMarker is an awesome idea, but understand that it is nothing more than a stopwatch that depends on data from a website powered by Sony and Broadcast Data. This information seems to need some help, as the ""24 Hour"" wait for playlist updates is sometimes taking 5 days. The product is cool, but Sony needs to keep their end of the deal and update the website... I'd wait for a few months before buying another one so that Sony can iron out the bugs."
1,"Worthless Gadget: Great idea or so I thought. I fell for the marketing hype. This little gadget is nothing more than a time stamp. You plug it in and it reads the time stamp and shows you what was playing on the radio station that you pre-selected when you registered on the web. If you were listening to a different station, you have to look it up on their site, which defeats the purpose of this thing. You can already look up songs on the net without this gadget. In fact, you can do it better without the gadget, because, emarker's coverage is limited (No AM, jazz, classical, or music videos). Save your money!"
1,"The $20 stop watch: Before you buy this thing, understand one thing. When you mark a song, you have to remember the station you were listening to at that time. So if you have 10 emarks, you have to remember the station you were listening to at the time of each of the emarks. I wondered about this detail before I bought the thing and found no mention of it anywhere on their website. I assumed it would mark the station somehow. My mistake. Learn from it."
1,"It only remembers the time, not the station.: Once you get past the hype, you will realize this device is a ..clock. When you press the button on the e-marker, it only records the time, not the radio station. When you download the information to your computer and connect to the website it looks for the song that was played on the station how many hours/days ago you pressed the button. If you selected the wrong station you will get a different song.If you use the scan button on your radio, this product is not for you"
1,"Useless!!: I was sold this item only to learn, after opening the corresponding Web site necessary for eMarker function, that Sony was terminating the corresponding Web service in 45 days!!A great idea but no support."
1,"Perfect Idea but just not ready: The eMarker is a wonderful and innovative idea. The size is right and the price is reasonable (a little cheaper would be nice, but its acceptable). The big problem stems from the fact that Sony has no Mac support... or support for a number of other platforms as well. It's not like its hard to make the eMarker compatible with these systems. Sony is only shooting themselves in the foot. If this product were to support the Mac, it would be a 4 or 5 star product."
1,"emarker.com to shut down 9/30/2001: Do not buy the emarker. It is being shut down by Sony on 9/30/2001. I received the following email from emarker.com on 9/5/2001:We will be permanently closing down the eMarker.com service on 9/30/01.To keep your eMarks information, just print the screens from your eMarks pages.For eMarker refund information, please click here.(emarker.com)Thanks for your support.The eMarker Team"
1,"Good if you listen to ONE radio station at all times!: I live in Phoenix, AZ and we have quite a few radio stations that are listed with E-marker. The main problem is that you have to wait 24 hours before the radio and song information is updated on E-marker's web page. Also, if you listen to more than one station it becomes a problem to remember what station you were listening to at the time you heard the song and pressed the E-marker. Trust me, it is hard to remember which one of your 3 listed radio stations you were listening to, especially if it was more than 24 hours ago - I thought the whole point behind this product was to let you not remember!"
1,"Good idea, needs LOTS of work: The set up is real easy, the site is too flashy (no pun intended) and the play lists are never updated. I have NO idea what the other people who give this good reviews are thinking. I live in NYC, media capital of the world, and if it doesn't work here with hip-hop and Latin stations, it won't work anywhere. If you r into Latin music the site tells you the stations are supported but when you mark a song it gives you the popular songs not necessarily the songs playing. It is very unreliable, I have yet to see it work more than 3 times, and I have owned it for well over a month. If you want to get it, DON'T. At least wait until they start working on getting the play list on point."
1,"ABSOLUTE GARBAGE PRODUCT: Do not believe any of the so-called good reviews! This product is nonsense and simply DOES NOT WORK. I was able to install it rather easily. However, the flashy sophisticated website is NEVER updated! The play list are NEVER available! I am very dissappointed in Sony. Great concept, good looking product as usual fom Sony. Typical lack of performance. My experience is 180 degrees from the good reviews and I don't believe they are real or honest."
1,"Not Needed -- Free Alterative: This was bought for me as a gift, but it is completely unneccesary. It's simply a case of a company using widely available technology to make some money off of peoples' ignorance... If I hear a song that I wonder ""...hmm, what was that?"" I simply log on to the StarCD website and choose the radio station I was listening to and the time. It uses the same data that this device does. The only thing this device does is record times. If you think its worth spending the money for a keychain timestamp-thingermajig, go ahead. Ill just jot it on my hand with a pen. (I have no commercial or otherwise affiliation with StarCD, I'm just an impressed user.)"
1,"Small Device... Huge Disappointment: When I first heard about this I was elated, no more guessing what the song I was listen to is called. Then I connected to the website. At the time I had a 28K modem. Trying to access Sony's flash-enabled site was undesirable, if not impossible. I had to wait half an hour just to figure out what a three minute song was called. Also, the fact I still had to write down the station I was listening to. Doesn' that defeat the purpose of this toy?"
1,"Not so hot...: I thought this product would be great, and help out my kids a lot!! My daughter hates it and it is so confusing. We can't find a lot of just regular songs. It is easier just to call the radio station and find out yourself."
1,"Incomplete: Nice idea, poor execution. It simply does not work well, and is therefore much more trouble than it's worth."
1,"waste of cash: This was the biggest waste of money ever created. If you want to know the song that much, call the station and ask them, they don't mind, really."
2,"great BUT: great product BUT some guy was working and going to call it the iMusic or something to work on Mac & PC but no stupid sony bought it from him now they get the money for HIS credit and its PC only I HATE THAT STUPID SONY SO NOW I NEED TO USE VIRTUAL PC! THANKS A LOT SONY,or should I say PHONY! (yes i know caps means souting)"
1,"THE WORST THING EVER CREATED: I'm sure you can see by now with everyone else's reviews that this product is garbage. Well, hey, if you pay close to nothing, don't expect anything much in return! Just save yourself the money and DO NOT BUY THIS PRODUCT... instead, put some gas in your car or something!"
2,"New Technology!: This is new technology, what can we say? It might have its occasional bugs (not being able to get songs in a few days) but these are things that can be overlooked. Its new for crying out loud! The best way to get these bugs ironed out is by supporting the product and giving Sony feedback. The interface of this product is excellent and simple...a button and a tiny LCD screen. If you don't know how to use this then...technology isn't your buddy I guess. As far as coverage and the speed in which certain radio stations provide feedback is the sole responsiblity of that station for the most part (most stations take 24 hours to get a song. others might take maybe 10 minutes or so), and NPR support would be very much appreciated. Not every location on the surface of the earth is supported (yet) but as far as I'm concerned an e-mail request to Sony could help to do the trick. Overall, the product is great and it is a great Sony investment."
2,"This thing rocks!: I got this as a Christmas gift from my boyfriend. I am not so sure what all the bad reviews are about. All I know is that the E-marker worked perfectly for me and I use it all the time. I live in Boston and the songs are very accurate. Sometimes it takes them a day or so to figure out the song (reason for 1 less star) if the song is an 80's song."
1,"Don't do it! It's still in beta...: Don't let the sleek look of the emarker fool you, it's got bugs a-plenty and some serious design flaws. Here's what the other reviews (written by Sony employees?) and the literature don't say:* E-marker doesn't seem to work with AOL; you have to not only use another browser, but also set that browser as the default.* When you plug the emarker into your computer, it ""automatically"" loads your marks into the site...or at least that's what it's supposed to do. On 3 browsers and 2 different computers, I haven't quite gotten this to happen.* Sony seems to be more concerned about being cool than functional - to top off all the emarkers' inadequacies, they (over)designed a Flash interface to get your songs that doesn't quite work either. Simple HTML would have been fine, guys....Spare yourself the agony and wait for version 2.0....this is the first time I've been irate enough about something to write a review and I assure you everything above is true..."
1,"Great idea...bad support: I bought the Sony E-Marker because I thought it was a great idea. I am the type of person who does not remember who sings what and the title of songs. I was estatic when I received it in the mail and could not wait to start using it. To my disappointment when I went to download the driver I found out that it is only compatiable to Windows 98. I am currently running Windows ME. I tried to contact emarker for support with no luck or response. I have no idea when an update will come out so basically I have a product that I would love to use just sitting on my desk taking up space."
1,"rip off: no place in the ad does it say the use of this depends on the radio stations in your area must belong to their service for this to work none in my area of south west florida seem to least of all my favorite stations and it seems that the music you listen too must be of the lastest out or there is no info on it or where you can buy it so yes i feel like i got ripped off ... thank you sony"
1,"no more service: eMarker service will be end by the end of September.Refund service has already started.I just got the device last month and am ready to refund now."
1,"SLOW very very slow: Know this the web site for this gaget may tell you that the radio listings information is updated every 10 minutes. That was not the case with the radio stations I tried the emarker on. The only song information I could get was ""information unavaiable check back in 24 hours"". They dont even promise to have the information in 24 hours. This is not the fault of emarker my understanding is most radio stations only update their play lists every 24 hours. So the problem is the misleading information provided by the emarker site. Caution if you buy this product dont expect timely information from emarker."
2,"Good product, but not really needed by younger people: This Product is truly a great product. I found out about this a few days ago. This really is a great product, and it is easy to use, but this isn't really needed by anyone 13-24 because we regularly tune into the radio and/or watch MTV almost everyday. I could see this useful for older people, probably 40+, but it isn't really too practical for a younger generation."
1,"Discontinued by SONY: eMarker has been discontinued by Sony, here's the noticeThis is to inform you that we will be permanently closing down the eMarker.com service on 9/30/01. You will not be able to access your eMarker.com account after 9/30/01. If you have eMarks that you would like to save, simply print the screens from your eMarks pages. You will only be able to save hard copies of your eMarks information."
1,"Xenote itag was far better: Sony just stole the idea from Xenote, iTag was far better and it was Free. iTag was working and has far more station, it was so simple to use that you just needed a single plug to work. They steal idea and they are not even abble to steal it correctly. It's just a shame for a such big companie as Sony."
1,"As already stated, a good idea with a lousy execution: I often listen to the radio and don't know what songs are called so I could download em. I saw an advertisement for this product, and decided to try it out. Everything went well until the first time I uploaded the emarks. For some reason 3 or 4 of each song was comming up. I deleted them, but was unable to delete the emarks on my emarker. I was very dissapointed in this product, espically the software and I strongly dissuade you from buying it."
1,"CAREFUL! SONY rips you off!: I can tell you that I used to have a small smart device called the iTag from Xenote and that worked VERY well. Plus..........it was FREE!! I used to use it in the Bay Area and the selection of the radios was great, the Web site very easy to navigate on. I could even get my info in real time which was great. Unfortunately, this start-up, as many others, had to close doors for the lack of $.... Too bad that those guys at Sony have too much money but do not care enough about their customers to launch a decent product... After the PlayStation 2 fiasco launch, they keep going on...... :-("
1,"Does what it says, BUT. . .: This product works exactly as advertised. Click the button and find out what the song is. The website isn't set up very well, and it's slow because of all the annoying flash stuff, but with broadband it's definitely usable.Unfortunately, it's only usable for the rest of September. Emarker.com is shutting down, and that makes the eMarker useless. Thus, the 1-star review. Current users are being offered a refund, but my guess is if you buy one now you won't get that.I'd write more detail, but I have to go print hardcopies of my eMarks. :("
1,"eMarker shutting down 30th September 2001: Check their web site at www.emarker.com. A pity. This looked like a good idea. :-("
1,"It only remembers the time, not the station.: Once you get past the hype, you will realize this device is a [$] clock. When you press the button on the e-marker, it only records the time, not the radio station. When you download the information to your computer and connect to the website it looks for the song that was played on the station how many hours/days ago you pressed the button. If you selected the wrong station you will get a different song.If you use the scan button on your radio, this product is not for you"
1,"Terrible: I bought this thing to get the names of songs on the New York spanish stations. I checked it, double checked it, called customer service, and STILL I got incorrect song information. Maybe its the radio stations fault, maybe its E-marker's fault, all I know is that it DOES NOT WORK."
1,"Challenging: This unit is quite difficult to use. The button is very sensitive, which sometimes causes false entries. The website is complicated to use. I think with a little work E-marker will be a good product to have."
2,"Sony EMarker: A great way to find new music.: I just got the emarker, and right away i love it. It is small, cute and it fits right into your USB port. You dont even need the cradle.The negative parts are that you have to remember which station you marked on if you listen to more than one station, but i dont so its not a preblem for me. Another problem is the space, but thats easy because you can just go online and upload them, and free up your space. One really cool thing about it is that you can mark songs from covered TV stations, or mark songs when you are out of town. Overall, its a really great and smart product and its really easy to use! I give it 5 stars because the cons aren't worth fretting over. I am a satisfied customer."
1,"Out of Business: These eMarker guys are out of business, so not sure if this thing even works any longer."
1,"WASTE: its unbelievable to me that you still have this available to purchase. After 9/30/01, you cannot use this, so why is it on sale still? and why is it going off the market? Its a great idea, I hope someone else picks up where sony leaves off."
2,"I love my Sony e-marker!: You do have to remember what station you were listening to but I usually only listen to three different stations and it's easy to switch between the stations on the web site. I also like the sound clip option that is available for many of the songs. If it's been a few days since I've heard the song and I'm not sure about the station I can listen to the sound clip and easily identify the song.I teach an indoor cycling class and have found this to be an invaluable tool for finding great songs!"
2,"Works on country and western stations too!: I am a country and western fan in Memphis. This new Sony product is great! I meam really great. I don't have to remember songs I hear on the radio anymore. Definitely worth the $19.99 I paid. Get one!"
1,"Ruined by neutering the artwork: I adored these books growing up and the publishers should be ashamed of themselves for changing exactly what made them classics. I would have forgotten about them years ago if it weren't for the haunting illustrations. I took them camping, to slumber parties, they were fantastic and terrifying: which was the whole point. To be scared.I have nothing against the new artist and his work in general, but this is not the place for it. To change what made a book a classic for it's 30th anniversary is insane. I can't imagine what they were thinking.If parents are afraid their kids can't handle these books in their original form, they have simply to not buy them books that are meant to be scary or maybe, you know, flip through the book before you hand it to your child. Which is a sad thing anyway, I've seen nothing good come of raising children in a nerfed world, but still.There is no excuse whatsoever to censor such an eerie, memorable, and nostalgic children's book."
1,"Not the Nightmare-fuel from my childhood: Don't waste your time or money. Buck up and spend the extra for an original Stephen Gammell illustrated version. If you're buying it for a kid who may in fact be a total wiener, then by all means get this one. But then, why are you buying the little wiener horror stories?Stephen Gammell's version will help develop a child's hippocampus and exercise their innate terror response. This one is lame."
1,"80's and 90's children will be heartbroken...this has been completely ruined by new artwork...bring the old stuff back!: Half, maybe a bit more than half, of the fun and uniqueness of this wonderful collection was the awesome terrifying artwork...If it still had the old artwork I would definitely buy this for my future children...but alas, it has been replaced by generic boring illustrations similar to every other book...I am 20 now, but these amazing stories along with the scary artwork will always be in my memory and I remember them very fondly. they did not scar my memory or scare me to insanity. They sure were scary but not enough to completely get rid of them! I will never buy this version. I'd rather pay for a used copy of the older better version but never this one...I am kind of heartbroken they got rid of it as it was so perfect the way it was. The parents who complained about the old artwork should be ashamed."
1,"No original illustrations = garbage: This is just abysmal... Taking what was THE definitive horror trilogy for the 90s and changing the artwork because tightwad parents disapproved. Don't let your kids read the books if you don't like them, but ruining it for EVERY kid born after 2000? What a sign of the times... Family Guy/American Dad in the Simpsons spot, Twilight saga in the X-Files spot, Hunger Games sweeping Battle Royale under the rug, and now this..."
2,"holy crap.: This book was so incredibly scary. It could've been just me being scared easily, but they should change the name of tis book to ""Stories to Scare th Crap out of Kids""Seriously."
1,"These are not the Stephen Gammel illustrations!!: I was extremely disappointed when I found out about a reprinting of Scary Stories with a new illustrator. Like many adults I grew up reading these books by myself and with friends. The best part of reading these stories was turning the page to see what sick illustration was next. They creeped you out and I know I am not alone when I say that as an adult, they still creep me out. That's what is so fun about them to this day. I lament that this generation of readers will read a version of Scary Stories with watered down illustrations because uptight and squeamish parents have tried to ban these books from libraries. I have the originals and I will keep them for posterity."
1,"A watered down version of the original: I'm sure the editors at HarperCollins thought by changing the powerful (and controversial) imagery of this book, they'd sell more copies. Nothing like compromising art and expression to sell out.1/5 stars for this homogenized shadow of the original book."
1,"Worthless Edition.: Without Stephen Gammell's artwork, these are pretty close to worthless.Why would they EVER replace the original, incredible artwork? The reality is, Harper Collins, that Stephen Gammell's artwork MADE these classics.The artwork now is unoriginal, not the least bit frightening (or artful), and does nothing to complement the stories.Huge mistake. Someone should be fired. At least five people should be fired... and blacklisted.This is an atrocity.Prospective buyers: go buy the other versions! Oh, that's right, they're extremely expensive. I wonder why, Harper Collins? You fools.And again for good measure: you fools."
1,"Missing what made the original versions great: The art!: Alvin Schwartz's stories always played second fiddle to Stephen Gammell's art. Without it, this book is not worth anyone's time or money. Avoid it and seek the originals."
1,"Not the original illustrations!: Shame on Harper Collins for re-releasing these books without Stephen Gammell's artwork! These ""new"" drawings are awful and ridiculous. Buy The Scary Stories Treasury instead, as it has all the original books intact."
1,"Buy the Original Version: This version does not include the gruesome illustrations of the original that still haunt me every once in a while. The book has been controversial because of the uncensored gore and terrifying images. This version is compromised fluffy camping-trip stories."
1,"Also displeased with the new art.: As another child who was scarred by the terrifying art style in the original books, I was extremely excited to hear about the re-release of these classic stories. The books arrived today; lo and behold the original art has been replaced with bland, uninteresting art that would be better suited in an R.L. Stine novel.A wasted purchase..."
1,"NOT THE ORIGINAL ARTIST!: Because I remember loving and being absolutely terrified at these books when I was a kid, I recently purchased all 3 and just received them today. To my horror (and not in a good way) I found that they've published them with a DIFFERENT ILLUSTRATOR! With all due respect to Mr. Helmquist (the new guy) and certainly to Mr. Schwartz (the original author), these books were made for me by the art of Stephen Gammell. I'm sure they did this because so many parents tried to get the books banned in their day because of the ghastly drawings, but this is really a tragedy. I would suggest looking elsewhere for original copies of the books as they should be seen. Don't buy them here - you'll be missing out on part of what made these books so wonderful in the first place."
2,"scary: This book was great.It was scary at some points, but other times it was a little dull.They also had a wide variety of stories like the first one.They also had many new topics.If you thought the first one had scary stories ,then you should read this one."
2,"Childhood favorite, rediscovered: When I learned that they were redoing these books with new, tamed down illustrations (Google it and prepare to be saddened), I remembered how much I loved these, as a kid, a teen, and still today. I knew I had a 3 book box set somewhere, but after not being able to find it, I decided to find replacements online. After ordering, I discovered my old set, but having 2 lets me loan them out to others. These are the most fantastic horror story books for all ages, and the illustrations are truly unsettling. Prepare to be creeped out in the best way possible!"
2,"Scary stories you'll remember for years: Horrifying and haunting short stories illustrated with mentally disturbing sketches. I used to pull this book out at slumber parties and we'd all freak ourselves out. I still remember some of the short stories to this day."
2,"The best book to scare you and your friends: This book is the best book ive read in my entire life. I love the book because it has scary,funny short stories that will scare you and your friends. And the good thing about it is that it is an enjoyable book not a long boring one about one thing only. And it has really cool pictures with the story so you can know what is happening.It is easy to read and to understand the stories."
1,"Be Cautious with Young Children: This may be an awesome book for children who are not too sensitve and love to be scared. However, for the more senitive child, it can be very disturbing. A teacher read some of the stories to my 4th grader's class months ago and he is still having trouble sleeping. The pictures are what has bothered him the most. He can't seem to get them off his mind. So, be selective about with whom you share this book. You may have some unhappy parents if you choose to read it to a group."
1,"new art is garbage: This is being written mostly in protest of the re-print. The stories in these series were always a little dull. But the art, the art was fantastic, and now they've taken it away. I dont have my old copies any more and now the old books are going for outrageous sums. I wanted to get these books for my kids someday--not any more."
1,"The art is a joke: This isn't the original art for these books. They hired a cheap hack to make the illustrations ""less scary"". The original had a better artist and better illustration. Dont waste your time on this pussified version."
1,"Scary Stories that are no longer scary.: The original books contained haunting, even downright frightening illustrations that still disturb me to this day. They made these stories scary. They were original, artistic, beautiful and downright horrifying, and have been replaced by bland, boring, and shamefully dull. If you want something that will scare you, find a copy of this book with the original artwork by Stephen Gammel."
1,"These are not the books you grew up with...: Many of us remember being on a wait list at school or at our community libraries to borrow these horrifying gems. Yes, the stories themselves were spooky. Seeing some of our local folklore in print just added to the eerieness. The most important contributor to the scare-factor was the incredibly grotesque pieces of art that accompanied each story. This reprint features a new, popular artist; however, the illustrations don't have that same terror-inducing quality as before.For me, I think the reason is that there was a lot of mystery in Gammell's work, while Helquist's just doesn't leave anything to the imagination. In Gammell's work the picture is set up so that it is happening TO YOU. In Helquist's work, the perspective is such that you can see it happening to the characters. Just doesn't do it for me. You can google the images or check blogs to see for yourself."
